КодЗакупки,НазваниеЗакупки,ДатаЗакупки,КодФилиала,ИНН,КодГруппы,КодКомиссии,СуммаПлан,СуммаФакт,ФлагИмпорта,СтатусКонтракта
40004217966,Услуги Непроизводственные объекты для Саратовнефтепродукт (процедура 40004217966),2023-11-13,67,9900000052,78,ЗК-Услуги-004,360942.98,307113.09,0,Исполнен
40004217966,Услуги Непроизводственные объекты — Саратовнефтепродукт (№40004217966),2023-11-13,67,9900000073,78,ЗК-Услуги-009,360942.98,307113.09,0,Исполнен
40000260752,"Услуги Прочие геологические услуги, филиал ООО РН-Карт (процедура 40000260752)",2023-03-21,5,9900000154,99,ЗК-Услуги-002,405448.3,304866.69,0,Исполнен
40004252144,Услуги Землеустроительные работы для ООО РН-Пожарная безопасность (процедура 40004252144),2022-01-06,47,9900000051,77,ЗК-Услуги-009,229201.05,301892.38,0,Исполнен
40008888565,Услуги Землеустроительные работы — ООО ИК СИБИНТЕК (№40008888565),2025-04-07,80,9900000077,77,ЗК-Услуги-005,237072.29,300988.09,0,Исполнен
40008888565,"Услуги Землеустроительные работы, филиал ООО ИК СИБИНТЕК (процедура 40008888565)",2025-04-07,80,9900000057,77,ЗК-Услуги-006,237072.29,300988.09,0,Исполнен
40001430208,Услуги Сопровождение бурения для ООО РН-Черноземье (процедура 40001430208),2024-03-11,6,6633028244,57,ЗК-Услуги-003,238864.08,299599.44,0,Исполнен
40002670373,Услуги Сопровождение бурения — АО РОСПАН ИНТЕРНЕШНЛ (№40002670373),2022-10-14,41,9900000112,57,ЗК-Услуги-004,290382.99,299011.35,0,В работе
40002670373,"Услуги Сопровождение бурения, филиал АО РОСПАН ИНТЕРНЕШНЛ (процедура 40002670373)",2022-10-14,41,9900000028,57,ЗК-Услуги-006,290382.99,299011.35,0,В работе
40003505550,Услуги Сейсморазведка для АООРЕНБУРГНЕФТЬ (процедура 40003505550),2023-07-31,2,9900000074,58,ЗК-Услуги-007,309326.94,298874.51,0,Исполнен
40007669933,Услуги Сейсморазведка — АРТ АВИА (№40007669933),2022-03-18,23,9900000071,58,ЗК-Услуги-001,284927.75,297097.17,0,Исполнен
40003251941,"Услуги Маркетинг и мероприятия, филиал ООО РН Комсомольский - НПЗ (процедура 40003251941)",2024-08-15,28,9900000060,92,ЗК-Услуги-007,361714.16,296685.61,0,В работе
40003251941,Услуги Маркетинг и мероприятия для ООО РН Комсомольский - НПЗ (процедура 40003251941),2024-08-15,28,9900000080,92,ЗК-Услуги-001,361714.16,296685.61,0,В работе
40000052051,Услуги Страхование — ООО РН ВАНКОР (№40000052051),2024-11-08,68,9900000067,81,ЗК-Услуги-005,225279.6,295442.52,0,Исполнен
40000052051,"Услуги Страхование, филиал ООО РН ВАНКОР (процедура 40000052051)",2024-11-08,68,9900000073,81,ЗК-Услуги-006,225279.6,295442.52,0,Исполнен
40007924383,Услуги Эксплуатационное бурение для 6. ПАО АНК Башнефть (процедура 40007924383),2022-09-30,17,9900000061,55,ЗК-Услуги-002,295775.21,294418.52,0,Исполнен
40002764953,Услуги Авиаперевозки и работы — ООО РН-Черноземье (№40002764953),2023-02-07,6,9900000062,83,ЗК-Услуги-010,392754.85,292906.78,0,Исполнен
40002764953,"Услуги Авиаперевозки и работы, филиал ООО РН-Черноземье (процедура 40002764953)",2023-02-07,6,9900000065,83,ЗК-Услуги-009,392754.85,292906.78,0,Исполнен
40007187914,Услуги Промбезопасность и контроль для ООО Харампурнефтегаз (процедура 40007187914),2025-12-05,70,9900000049,69,ЗК-Услуги-010,321995.17,292750.1,0,В работе
40007649322,Услуги ИТ-услуги и поддержка — АО РН-Ярославль (№40007649322),2025-03-25,43,9900000072,86,ЗК-Услуги-006,240544.01,292629.42,0,Исполнен
40006361144,"Услуги Ремонт и освоение скважин, филиал ООО РН-Пожарная безопасность (процедура 40006361144)",2023-01-29,47,9900000042,62,ЗК-Услуги-007,331003.87,292628.31,0,Исполнен
40006361144,Услуги Ремонт и освоение скважин для ООО РН-Пожарная безопасность (процедура 40006361144),2023-01-29,47,9900000057,62,ЗК-Услуги-010,331003.87,292628.31,0,Исполнен
40002525541,Услуги Непроизводственные объекты — ООО ННПО (№40002525541),2024-06-25,4,9900000182,78,ЗК-Услуги-008,299999.46,290912.96,0,Исполнен
40002525541,"Услуги Непроизводственные объекты, филиал ООО ННПО (процедура 40002525541)",2024-06-25,4,9900000057,78,ЗК-Услуги-010,299999.46,290912.96,0,Исполнен
40007002434,Услуги Ж/д перевозки для АО РН-Ярославль (процедура 40007002434),2024-05-07,43,9900000035,82,ЗК-Услуги-001,353559.47,290618.82,0,Исполнен
40001078676,Услуги Геофизические исследования (ГИС) — 6. ПАО АНК Башнефть (№40001078676),2024-04-17,17,9900000050,59,ЗК-Услуги-008,249134.07,289633.34,0,Расторгнут
40001235870,"Услуги Авторский и технадзор, филиал ООО НЗМП (процедура 40001235870)",2023-11-08,50,7705838531,79,ЗК-Услуги-004,359350.95,287754.61,0,Исполнен
40001235870,Услуги Авторский и технадзор для ООО НЗМП (процедура 40001235870),2023-11-08,50,9900000147,79,ЗК-Услуги-010,359350.95,287754.61,0,Исполнен
40009908712,Услуги Авиаперевозки и работы — ООО РН Комсомольский - НПЗ (№40009908712),2022-12-13,28,9900000050,83,ЗК-Услуги-008,308079.49,284810.31,0,Исполнен
40003048503,"Услуги Землеустроительные работы, филиал Туапсинский НПЗ (процедура 40003048503)",2022-09-29,29,9900000049,77,ЗК-Услуги-006,236117.12,284711.89,0,Исполнен
40009957632,Услуги Обслуживание энергохозяйства для АО ННК (процедура 40009957632),2025-02-02,1,9900000052,68,ЗК-Услуги-009,341028.85,283253.69,0,Исполнен
40000746414,Услуги Химизация добычи — ООО Башнефть-Сервис НПЗ (№40000746414),2024-09-26,32,9900000076,66,ЗК-Услуги-004,228299.73,282361.54,0,Исполнен
40002591984,"Услуги ТО и ремонт оборудования, филиал ПЕНЗАНЕФТЕПРОДУКТ (процедура 40002591984)",2024-01-06,83,9900000005,67,ЗК-Услуги-002,332551.38,281656.52,0,Исполнен
40005227198,Услуги Маркетинг и мероприятия для АО РН-Тверь (процедура 40005227198),2022-08-11,59,9900000231,92,ЗК-Услуги-002,304304.8,279982.53,0,В работе
40005227198,Услуги Маркетинг и мероприятия — АО РН-Тверь (№40005227198),2022-08-11,59,9900000056,92,ЗК-Услуги-005,304304.8,279982.53,0,В работе
40004219983,"Услуги Непроизводственные объекты, филиал ООО РН-Черноземье (процедура 40004219983)",2022-01-04,6,9900000066,78,ЗК-Услуги-010,241052.05,279619.75,0,В работе
40007917767,Услуги Проектно-изыскательские работы (ПИР) для РН-Морской_терминал_Находка (процедура 40007917767),2024-07-09,72,9900000252,73,ЗК-Услуги-009,324862.96,279447.47,0,В работе
40009313563,Услуги Ремонт и освоение скважин — АО РН-Ярославль (№40009313563),2022-05-02,43,9900000002,62,ЗК-Услуги-003,358847.84,278676.17,0,Исполнен
40009384709,"Услуги EPC/EPCM контракты, филиал ООО РН-Пожарная безопасность (процедура 40009384709)",2022-04-26,47,7705838531,74,ЗК-Услуги-008,213198.13,278632.64,0,Исполнен
40008061081,Услуги Маркетинг и мероприятия для ООО РН Комсомольский - НПЗ (процедура 40008061081),2025-07-19,28,9900000126,92,ЗК-Услуги-004,339440.37,278235.78,0,Исполнен
40005337400,Услуги Сейсморазведка — 00_РН-Москва (№40005337400),2023-04-21,65,9900000007,58,ЗК-Услуги-006,285089.74,277452.68,0,Исполнен
40005852951,"Услуги Строительство и содержание дорог, филиал ООО РН-Черноземье (процедура 40005852951)",2025-08-12,6,9900000175,64,ЗК-Услуги-010,340247.19,276368.62,0,Исполнен
40005852951,Услуги Строительство и содержание дорог для ООО РН-Черноземье (процедура 40005852951),2025-08-12,6,9900000189,64,ЗК-Услуги-006,340247.19,276368.62,0,Исполнен
40005368478,Услуги Операционные услуги добычи — ВЧНГ (№40005368478),2024-04-16,31,9900000112,65,ЗК-Услуги-003,335658.25,276361.2,0,В работе
40003085448,"Услуги Прочие нефтепромысловые услуги, филиал АО РН-Няганьнефтегаз (процедура 40003085448)",2024-11-09,35,1655142978,71,ЗК-Услуги-005,354770.35,275417.74,0,В работе
40002349520,Услуги Экология и охрана труда для ООО РН-Черноземье (процедура 40002349520),2024-05-30,6,9900000105,95,ЗК-Услуги-003,363234.05,275193.2,0,Исполнен
40002349520,Услуги Экология и охрана труда — ООО РН-Черноземье (№40002349520),2024-05-30,6,9900000063,95,ЗК-Услуги-001,363234.05,275193.2,0,Исполнен
40003721795,"Услуги Финансы и консалтинг, филиал Филиал ПАО АНК Башнефть Башнефть-Новойл (процедура 40003721795)",2022-08-11,10,1655142978,80,ЗК-Услуги-007,365859.22,275050.51,0,Расторгнут
40008996901,Услуги Прочие геологические услуги для АО РН-Ярославль (процедура 40008996901),2024-02-25,43,9900000140,99,ЗК-Услуги-004,322076.37,273593.5,0,Исполнен
40008996901,Услуги Прочие геологические услуги — АО РН-Ярославль (№40008996901),2024-02-25,43,9900000112,99,ЗК-Услуги-007,322076.37,273593.5,0,Исполнен
40006436652,"Услуги Инвестпроекты и НИОКР, филиал АО РН-Ярославль (процедура 40006436652)",2024-04-16,43,9900000057,89,ЗК-Услуги-003,259092.62,273446.52,0,Исполнен
40006436652,Услуги Инвестпроекты и НИОКР для АО РН-Ярославль (процедура 40006436652),2024-04-16,43,9900000259,89,ЗК-Услуги-005,259092.62,273446.52,0,Исполнен
40004733272,Услуги EPC/EPCM контракты — АО РНПК (№40004733272),2024-10-14,36,9900000105,74,ЗК-Услуги-005,362884.86,273117.19,0,Исполнен
40004733272,"Услуги EPC/EPCM контракты, филиал АО РНПК (процедура 40004733272)",2024-10-14,36,9900000080,74,ЗК-Услуги-002,362884.86,273117.19,0,Исполнен
40004733272,Услуги EPC/EPCM контракты для АО РНПК (процедура 40004733272),2024-10-14,36,9900000119,74,ЗК-Услуги-010,362884.86,273117.19,0,Исполнен
40004733272,Услуги EPC/EPCM контракты — АО РНПК (№40004733272),2024-10-14,36,9900000133,74,ЗК-Услуги-002,362884.86,273117.19,0,Исполнен
40005365788,"Услуги EPC/EPCM контракты, филиал АО РОСПАН ИНТЕРНЕШНЛ (процедура 40005365788)",2023-01-19,41,8913008910,74,ЗК-Услуги-004,326668.37,272756.53,0,В работе
40005365788,Услуги EPC/EPCM контракты для АО РОСПАН ИНТЕРНЕШНЛ (процедура 40005365788),2023-01-19,41,9900000080,74,ЗК-Услуги-004,326668.37,272756.53,0,В работе
40001300921,Услуги Разведочное бурение — Банк ВБРР (№40001300921),2023-04-09,44,9900000203,96,ЗК-Услуги-004,277485.21,272519.23,0,Исполнен
40001434563,"Услуги ТО и ремонт оборудования, филиал СНКНГ Славнефть-Красноярскнефтегаз (процедура 40001434563)",2023-03-22,21,9900000064,67,ЗК-Услуги-006,219846.86,272040.45,0,Исполнен
40002704441,Услуги Охрана и режим для Банк ВБРР (процедура 40002704441),2023-01-11,44,9900000003,87,ЗК-Услуги-002,237198.77,271613.9,0,Исполнен
40002704441,Услуги Охрана и режим — Банк ВБРР (№40002704441),2023-01-11,44,9900000052,87,ЗК-Услуги-006,237198.77,271613.9,0,Исполнен
40002704441,"Услуги Охрана и режим, филиал Банк ВБРР (процедура 40002704441)",2023-01-11,44,9900000273,87,ЗК-Услуги-007,237198.77,271613.9,0,Исполнен
40007826055,Услуги Сейсморазведка для РН-ОХРАНА-АНГАРСК (процедура 40007826055),2022-01-06,7,9900000084,58,ЗК-Услуги-010,240246.76,269374.8,0,Исполнен
40002077827,Услуги Землеустроительные работы — РН-ОХРАНА-АНГАРСК (№40002077827),2024-01-01,7,9900000055,77,ЗК-Услуги-003,210859.27,268959.28,0,Исполнен
40004196926,"Услуги Сопровождение бурения, филиал ООО РН-Черноземье (процедура 40004196926)",2025-04-06,6,9900000058,57,ЗК-Услуги-008,312298.88,268695.7,0,Исполнен
40005790343,Услуги Капитальное строительство для ООО Харампурнефтегаз (процедура 40005790343),2025-09-16,70,9900000061,0,ЗК-Услуги-002,263257.64,268471.87,0,Расторгнут
40000907666,Услуги Авиаперевозки и работы — ТЗК Шереметьево (№40000907666),2023-01-02,42,9900000076,83,ЗК-Услуги-008,263557.53,268184.56,0,Исполнен
40000907666,"Услуги Авиаперевозки и работы, филиал ТЗК Шереметьево (процедура 40000907666)",2023-01-02,42,9900000052,83,ЗК-Услуги-005,263557.53,268184.56,0,Исполнен
40001364396,Услуги Ремонт и освоение скважин для ООО РН-Черноземье (процедура 40001364396),2023-11-09,6,9900000077,62,ЗК-Услуги-002,226371.88,266668.32,0,В работе
40001364396,Услуги Ремонт и освоение скважин — ООО РН-Черноземье (№40001364396),2023-11-09,6,9900000061,62,ЗК-Услуги-007,226371.88,266668.32,0,В работе
40001364396,"Услуги Ремонт и освоение скважин, филиал ООО РН-Черноземье (процедура 40001364396)",2023-11-09,6,9900000075,62,ЗК-Услуги-002,226371.88,266668.32,0,В работе
40005222134,Услуги Проектно-изыскательские работы (ПИР) для ООО РН ВАНКОР (процедура 40005222134),2025-07-03,68,9900000000,73,ЗК-Услуги-006,304776.91,265489.72,0,Исполнен
40006814667,Услуги Экология и охрана труда — РН-АЭРО (№40006814667),2022-03-23,40,7708639661,95,ЗК-Услуги-010,246657.79,265006.86,0,Исполнен
40009799240,"Услуги Аренда и покупка имущества, филиал ООО РН-Черноземье (процедура 40009799240)",2024-07-01,6,9900000140,93,ЗК-Услуги-003,255105.93,264675.72,0,В работе
40009799240,Услуги Аренда и покупка имущества для ООО РН-Черноземье (процедура 40009799240),2024-07-01,6,9900000066,93,ЗК-Услуги-009,255105.93,264675.72,0,В работе
40002381080,Услуги Химизация добычи — АО РН-Ярославль (№40002381080),2022-11-14,43,9900000076,66,ЗК-Услуги-003,310986.74,263111.99,0,Исполнен
40008550829,"Услуги ИТ-услуги и поддержка, филиал ООО РН-Проектирование Добыча (процедура 40008550829)",2025-09-04,37,9900000058,86,ЗК-Услуги-003,317163.14,260352.7,0,Исполнен
40009190747,Услуги Разведочное бурение для ООО Башнефть-Сервис НПЗ (процедура 40009190747),2024-10-31,32,9900000072,96,ЗК-Услуги-005,333976.07,259530.21,0,Исполнен
40009190747,Услуги Разведочное бурение — ООО Башнефть-Сервис НПЗ (№40009190747),2024-10-31,32,9900000182,96,ЗК-Услуги-007,333976.07,259530.21,0,Исполнен
40009190747,"Услуги Разведочное бурение, филиал ООО Башнефть-Сервис НПЗ (процедура 40009190747)",2024-10-31,32,8913008910,96,ЗК-Услуги-008,333976.07,259530.21,0,Исполнен
40006906575,Услуги Автотранспортные услуги для АО РОСПАН ИНТЕРНЕШНЛ (процедура 40006906575),2025-03-16,41,7705838531,63,ЗК-Услуги-007,317386.34,258578.28,0,Исполнен
40007460715,Услуги Операторские и агентские услуги — Уфимский филиал АО РН-ПН (№40007460715),2025-07-21,26,9900000126,70,ЗК-Услуги-009,204144.38,258400.82,0,Исполнен
40007460715,"Услуги Операторские и агентские услуги, филиал Уфимский филиал АО РН-ПН (процедура 40007460715)",2025-07-21,26,7708639661,70,ЗК-Услуги-005,204144.38,258400.82,0,Исполнен
40008228807,Услуги Зарезка боковых стволов (ЗБС) для РН-ОХРАНА-АНГАРСК (процедура 40008228807),2024-11-16,7,9900000005,56,ЗК-Услуги-010,258617.66,258363.84,0,В работе
40008228807,Услуги Зарезка боковых стволов (ЗБС) — РН-ОХРАНА-АНГАРСК (№40008228807),2024-11-16,7,9900000075,56,ЗК-Услуги-003,258617.66,258363.84,0,В работе
40008228807,"Услуги Зарезка боковых стволов (ЗБС), филиал РН-ОХРАНА-АНГАРСК (процедура 40008228807)",2024-11-16,7,9900000245,56,ЗК-Услуги-006,258617.66,258363.84,0,В работе
40008228807,Услуги Зарезка боковых стволов (ЗБС) для РН-ОХРАНА-АНГАРСК (процедура 40008228807),2024-11-16,7,9900000224,56,ЗК-Услуги-005,258617.66,258363.84,0,В работе
40002270408,Услуги ТО и ремонт оборудования — ООО РН-СтройКонтроль (№40002270408),2025-03-09,48,9900000080,67,ЗК-Услуги-004,309723.0,257514.06,0,Исполнен
40002270408,"Услуги ТО и ремонт оборудования, филиал ООО РН-СтройКонтроль (процедура 40002270408)",2025-03-09,48,9900000231,67,ЗК-Услуги-002,309723.0,257514.06,0,Исполнен
40002270408,Услуги ТО и ремонт оборудования для ООО РН-СтройКонтроль (процедура 40002270408),2025-03-09,48,9900000168,67,ЗК-Услуги-007,309723.0,257514.06,0,Исполнен
40002270408,Услуги ТО и ремонт оборудования — ООО РН-СтройКонтроль (№40002270408),2025-03-09,48,9900000051,67,ЗК-Услуги-005,309723.0,257514.06,0,Исполнен
40001621145,"Услуги Зарезка боковых стволов (ЗБС), филиал ООО НЗМП (процедура 40001621145)",2025-08-09,50,9900000066,56,ЗК-Услуги-004,300513.02,256991.06,0,Исполнен
40001621145,Услуги Зарезка боковых стволов (ЗБС) для ООО НЗМП (процедура 40001621145),2025-08-09,50,9900000196,56,ЗК-Услуги-008,300513.02,256991.06,1,Исполнен
40003572848,Услуги Строительство и содержание дорог — ООО РН-Карт (№40003572848),2025-08-03,5,9900000061,64,ЗК-Услуги-009,201207.98,256901.65,1,В работе
40002981480,"Услуги Авторский и технадзор, филиал 6. ПАО АНК Башнефть (процедура 40002981480)",2024-05-02,17,9900000273,79,ЗК-Услуги-009,191440.41,254792.39,1,Исполнен
40002981480,Услуги Авторский и технадзор для 6. ПАО АНК Башнефть (процедура 40002981480),2024-05-02,17,5603011386,79,ЗК-Услуги-003,191440.41,254792.39,1,Исполнен
40006713400,Услуги Корпоративная безопасность — СНКНГ Славнефть-Красноярскнефтегаз (№40006713400),2023-08-19,21,9900000273,60,ЗК-Услуги-003,321881.29,254434.43,1,Исполнен
40006713400,"Услуги Корпоративная безопасность, филиал СНКНГ Славнефть-Красноярскнефтегаз (процедура 40006713400)",2023-08-19,21,8913008910,60,ЗК-Услуги-005,321881.29,254434.43,1,Исполнен
40007431993,Услуги Страхование для Туапсинский НПЗ (процедура 40007431993),2022-07-15,29,9900000266,81,ЗК-Услуги-005,327592.27,254077.12,1,Исполнен
40008631213,Услуги Маркетинг и мероприятия — АООРЕНБУРГНЕФТЬ (№40008631213),2023-05-14,2,9900000065,92,ЗК-Услуги-010,211456.16,253654.86,1,Исполнен
40004498493,"Услуги Инвестпроекты и НИОКР, филиал АО Отрадненский ГПЗ (процедура 40004498493)",2025-03-30,55,9900000035,89,ЗК-Услуги-002,335160.61,253375.31,1,Исполнен
40004498493,Услуги Инвестпроекты и НИОКР для АО Отрадненский ГПЗ (процедура 40004498493),2025-03-30,55,9900000066,89,ЗК-Услуги-001,335160.61,253375.31,1,Исполнен
40008824615,Услуги Прочие непроизводственные услуги — 6. ПАО АНК Башнефть (№40008824615),2024-05-29,17,9900000064,102,ЗК-Услуги-008,219657.62,252689.26,1,Исполнен
40008824615,"Услуги Прочие непроизводственные услуги, филиал 6. ПАО АНК Башнефть (процедура 40008824615)",2024-05-29,17,9900000154,102,ЗК-Услуги-003,219657.62,252689.26,1,Исполнен
40008824615,Услуги Прочие непроизводственные услуги для 6. ПАО АНК Башнефть (процедура 40008824615),2024-05-29,17,9900000056,102,ЗК-Услуги-001,219657.62,252689.26,1,Исполнен
40008824615,Услуги Прочие непроизводственные услуги — 6. ПАО АНК Башнефть (№40008824615),2024-05-29,17,9900000105,102,ЗК-Услуги-001,219657.62,252689.26,1,Исполнен
40009139410,"Услуги Маркетинг и мероприятия, филиал ООО РН-Черноземье (процедура 40009139410)",2022-09-04,6,9900000098,92,ЗК-Услуги-002,309666.52,251240.74,1,Исполнен
40009139410,Услуги Маркетинг и мероприятия для ООО РН-Черноземье (процедура 40009139410),2022-09-04,6,9900000051,92,ЗК-Услуги-006,309666.52,251240.74,1,Исполнен
40004073155,Услуги Прочие геологические услуги — Саратовнефтепродукт (№40004073155),2022-09-12,67,9900000003,99,ЗК-Услуги-006,285997.99,251155.49,1,Исполнен
40008099231,"Услуги Непроизводственные объекты, филиал АО ННК (процедура 40008099231)",2025-05-28,1,9900000004,78,ЗК-Услуги-003,282412.85,250166.5,1,Исполнен
40009933100,Услуги HR и обучение персонала для КалугаНП (процедура 40009933100),2022-09-24,76,9900000004,94,ЗК-Услуги-004,299662.94,249226.38,1,Исполнен
40009933100,Услуги HR и обучение персонала — КалугаНП (№40009933100),2022-09-24,76,9900000074,94,ЗК-Услуги-002,299662.94,249226.38,1,Исполнен
40009933100,"Услуги HR и обучение персонала, филиал КалугаНП (процедура 40009933100)",2022-09-24,76,9900000126,94,ЗК-Услуги-002,299662.94,249226.38,1,Исполнен
40009933100,Услуги HR и обучение персонала для КалугаНП (процедура 40009933100),2022-09-24,76,9900000042,94,ЗК-Услуги-007,299662.94,249226.38,1,Исполнен
40000967142,Услуги АХО и административные услуги — УДМУРТНЕФТЬ-БУРЕНИЕ (№40000967142),2022-10-18,24,9900000051,85,ЗК-Услуги-001,286338.14,248300.14,1,Исполнен
40000075793,"Услуги Страхование, филиал 6. ПАО АНК Башнефть (процедура 40000075793)",2024-11-13,17,9900000189,81,ЗК-Услуги-007,330990.39,248206.51,1,Исполнен
40007905229,Услуги АХО и административные услуги для ООО РН_БУНКЕР (процедура 40007905229),2024-06-18,61,7736280166,85,ЗК-Услуги-001,327886.3,247999.88,1,Исполнен
40007905229,Услуги АХО и административные услуги — ООО РН_БУНКЕР (№40007905229),2024-06-18,61,9900000004,85,ЗК-Услуги-006,327886.3,247999.88,1,Исполнен
40009473890,"Услуги Проектно-изыскательские работы (ПИР), филиал 6. ПАО АНК Башнефть (процедура 40009473890)",2022-08-05,17,8913008910,73,ЗК-Услуги-003,193816.01,247331.26,1,В работе
40009473890,Услуги Проектно-изыскательские работы (ПИР) для 6. ПАО АНК Башнефть (процедура 40009473890),2022-08-05,17,9900000065,73,ЗК-Услуги-008,193816.01,247331.26,1,В работе
40008507431,Услуги Сопровождение бурения — ООО РН-Пожарная безопасность (№40008507431),2025-12-01,47,9900000266,57,ЗК-Услуги-006,292283.51,246379.49,1,В работе
40008507431,"Услуги Сопровождение бурения, филиал ООО РН-Пожарная безопасность (процедура 40008507431)",2025-12-01,47,9900000002,57,ЗК-Услуги-002,292283.51,246379.49,1,В работе
40008507431,Услуги Сопровождение бурения для ООО РН-Пожарная безопасность (процедура 40008507431),2025-12-01,47,9900000064,57,ЗК-Услуги-008,292283.51,246379.49,1,В работе
40000473316,Услуги Обслуживание энергохозяйства — АО РН-Ярославль (№40000473316),2022-07-15,43,9900000161,68,ЗК-Услуги-005,191384.12,246215.44,1,В работе
40000473316,"Услуги Обслуживание энергохозяйства, филиал АО РН-Ярославль (процедура 40000473316)",2022-07-15,43,9900000028,68,ЗК-Услуги-008,191384.12,246215.44,1,В работе
40000473316,Услуги Обслуживание энергохозяйства для АО РН-Ярославль (процедура 40000473316),2022-07-15,43,7708639661,68,ЗК-Услуги-008,191384.12,246215.44,1,В работе
40008954227,Услуги Разведочное бурение — ООО РН_БУНКЕР (№40008954227),2024-03-29,61,9900000175,96,ЗК-Услуги-006,250112.37,246038.27,1,Исполнен
40005040772,"Услуги Операционные услуги добычи, филиал АО РОСПАН ИНТЕРНЕШНЛ (процедура 40005040772)",2024-05-06,41,9900000065,65,ЗК-Услуги-002,310666.5,245416.75,1,Исполнен
40001517935,Услуги Геофизические исследования (ГИС) для АО АНПЗ ВНК (процедура 40001517935),2023-11-04,74,9900000004,59,ЗК-Услуги-008,281152.1,245317.73,1,Исполнен
40001517935,Услуги Геофизические исследования (ГИС) — АО АНПЗ ВНК (№40001517935),2023-11-04,74,9900000003,59,ЗК-Услуги-006,281152.1,245317.73,1,Исполнен
40001517935,"Услуги Геофизические исследования (ГИС), филиал АО АНПЗ ВНК (процедура 40001517935)",2023-11-04,74,9900000075,59,ЗК-Услуги-006,281152.1,245317.73,1,Исполнен
40006483832,Услуги Автотранспортные услуги для УВАТНЕФТЕГАЗ (процедура 40006483832),2023-10-18,22,9900000154,63,ЗК-Услуги-008,260116.79,245290.57,1,Исполнен
40007749554,Услуги Проектно-изыскательские работы (ПИР) — ООО Харампурнефтегаз (№40007749554),2024-04-29,70,9900000067,73,ЗК-Услуги-001,279264.98,245068.98,1,Исполнен
40003115311,"Услуги Обслуживание энергохозяйства, филиал ООО РН-Морской терминал Архангельск (процедура 40003115311)",2025-04-24,77,9900000112,68,ЗК-Услуги-002,302179.05,243652.12,1,Исполнен
40001744176,Услуги АХО и административные услуги для РН-Морской_терминал_Находка (процедура 40001744176),2025-03-11,72,9900000203,85,ЗК-Услуги-009,271590.44,243301.74,1,В работе
40001744176,Услуги АХО и административные услуги — РН-Морской_терминал_Находка (№40001744176),2025-03-11,72,9900000035,85,ЗК-Услуги-008,271590.44,243301.74,1,В работе
40006406560,"Услуги Прочие нефтепромысловые услуги, филиал АО РН-Няганьнефтегаз (процедура 40006406560)",2025-05-17,35,7736280166,71,ЗК-Услуги-007,250999.52,242559.03,1,Исполнен
40006406560,Услуги Прочие нефтепромысловые услуги для АО РН-Няганьнефтегаз (процедура 40006406560),2025-05-17,35,9900000055,71,ЗК-Услуги-007,250999.52,242559.03,1,Исполнен
40006406560,Услуги Прочие нефтепромысловые услуги — АО РН-Няганьнефтегаз (№40006406560),2025-05-17,35,6633028244,71,ЗК-Услуги-005,250999.52,242559.03,1,Исполнен
40003751871,"Услуги Автотранспортные услуги, филиал ВНИКТИНХО (процедура 40003751871)",2022-06-05,46,9900000003,63,ЗК-Услуги-002,228895.16,242038.92,1,Исполнен
40003751871,Услуги Автотранспортные услуги для ВНИКТИНХО (процедура 40003751871),2022-06-05,46,9900000058,63,ЗК-Услуги-006,228895.16,242038.92,1,Исполнен
40007170082,Услуги Промбезопасность и контроль — Туапсинский НПЗ (№40007170082),2024-05-14,29,9900000064,69,ЗК-Услуги-010,210850.29,240307.92,1,В работе
40008428607,"Услуги Энергоснабжение, филиал СНКНГ Славнефть-Красноярскнефтегаз (процедура 40008428607)",2025-06-14,21,9900000091,101,ЗК-Услуги-003,245221.45,238984.32,1,Расторгнут
40006589660,Услуги Проектно-изыскательские работы (ПИР) для АО РН-Ярославль (процедура 40006589660),2023-11-04,43,9900000182,73,ЗК-Услуги-004,189894.26,238627.89,1,Исполнен
40006589660,Услуги Проектно-изыскательские работы (ПИР) — АО РН-Ярославль (№40006589660),2023-11-04,43,9900000049,73,ЗК-Услуги-010,189894.26,238627.89,1,Исполнен
40008405793,"Услуги Охрана и режим, филиал ООО Удмуртнефть-Снабжение (процедура 40008405793)",2025-07-12,53,9900000051,87,ЗК-Услуги-002,304863.91,238592.15,1,Исполнен
40008854724,Услуги HR и обучение персонала для Уфимский филиал АО РН-ПН (процедура 40008854724),2023-01-07,26,9900000238,94,ЗК-Услуги-002,316815.14,237151.84,1,Исполнен
40008854724,Услуги HR и обучение персонала — Уфимский филиал АО РН-ПН (№40008854724),2023-01-07,26,9900000056,94,ЗК-Услуги-008,316815.14,237151.84,1,Исполнен
40006572972,"Услуги Сейсморазведка, филиал РН-СТАВРОПОЛЬЕ (процедура 40006572972)",2024-08-27,15,9900000005,58,ЗК-Услуги-008,283188.86,236739.92,1,Исполнен
40006572972,Услуги Сейсморазведка для РН-СТАВРОПОЛЬЕ (процедура 40006572972),2024-08-27,15,9900000060,58,ЗК-Услуги-010,283188.86,236739.92,1,Исполнен
40007953517,Услуги EPC/EPCM контракты — СНКНГ Славнефть-Красноярскнефтегаз (№40007953517),2024-03-28,21,6633028244,74,ЗК-Услуги-006,313069.0,236509.09,1,Исполнен
40003762098,"Услуги ИТ-услуги и поддержка, филиал РН-Морской_терминал_Находка (процедура 40003762098)",2022-05-30,72,7708084402,86,ЗК-Услуги-005,300794.93,236068.36,1,Исполнен
