КодЗакупки,НазваниеЗакупки,ДатаЗакупки,КодФилиала,ИНН,КодГруппы,КодКомиссии,СуммаПлан,СуммаФакт,СтранаПроисхождения,ФлагИмпорта,СтатусКонтракта
40005538323,Закупка Электродвигатели — ИркутскНП (№40005538323),2023-05-31,30,770000000215,3570,ЗК-МТР-006,446031.9,379068.36,Турция,1,Исполнен
40009134228,"Закупка Свайные трубы, филиал РН-ОХРАНА-АНГАРСК (процедура 40009134228)",2022-06-30,7,8612017132,3171,ЗК-МТР-004,1919780.24,1515676.6,Россия,0,Исполнен
40007824695,Закупка Проводная связь для СНКНГ Славнефть-Красноярскнефтегаз (процедура 40007824695),2024-12-16,21,8617016118,3740,ЗК-МТР-008,352564.46,378723.2,Китай,1,Исполнен
40005930925,Закупка Трубопроводная арматура — АО Тюменнефтегаз (№40005930925),2025-01-14,73,6316164422,3480,ЗК-МТР-009,293750.44,378660.03,Россия,0,Исполнен
40009524264,"Закупка Вспомогательное буровое оборудование, филиал ЗАО ИННЦ (процедура 40009524264)",2023-02-18,27,8612003852,3450,ЗК-МТР-004,474458.95,378622.38,Казахстан,1,Расторгнут
40009887256,Закупка Котельное оборудование для ООО РН Комсомольский - НПЗ (процедура 40009887256),2023-09-27,28,770000000215,3050,ЗК-МТР-010,345291.83,378432.88,США,1,Исполнен
40005701265,Закупка Прочие хозматериалы — ООО РН ВАНКОР (№40005701265),2023-04-03,68,5036011816,3861,ЗК-МТР-010,298297.41,378122.16,США,1,В работе
40007868088,"Закупка Канцтовары, филиал ООО РН-Пожарная безопасность (процедура 40007868088)",2022-12-10,47,8603140517,3770,ЗК-МТР-006,326614.85,377223.0,Россия,0,Исполнен
40000894977,Закупка Гидравлические масла для АнгараНефть (процедура 40000894977),2025-03-31,56,7734580189,2420,ЗК-МТР-001,318106.05,377197.69,США,1,В работе
40006543660,Закупка КИПиА — РН-Морской_терминал_Находка (№40006543660),2022-03-20,72,8911008591,3870,ЗК-МТР-004,364545.57,377128.07,Россия,0,Исполнен
40003345913,"Закупка Прочее оборудование, филиал Саратовнефтепродукт (процедура 40003345913)",2022-12-26,67,8607013460,4030,ЗК-МТР-007,387599.4,376873.28,Россия,0,В работе
40001349207,Закупка Прочая вычислительная техника для АнгараНефть (процедура 40001349207),2024-12-13,56,7743791789,3660,ЗК-МТР-001,399104.23,376577.47,Россия,0,Исполнен
40005019097,Закупка Оборудование для общепита — ООО ИК СИБИНТЕК (№40005019097),2022-06-10,80,770000000246,3863,ЗК-МТР-008,496866.94,376574.9,Германия,1,Исполнен
40008211390,"Закупка Смазочные материалы, филиал РН-ОХРАНА-АНГАРСК (процедура 40008211390)",2023-12-23,7,1649015690,2540,ЗК-МТР-010,403142.0,376559.68,Россия,0,Исполнен
40006720482,Закупка Моторные масла для ООО РН_БУНКЕР (процедура 40006720482),2025-12-15,61,2466237136,2410,ЗК-МТР-006,306252.53,376081.1,Казахстан,1,В работе
40004131927,Закупка Штанговые насосы (ШГН) — ООО РН-Черноземье (№40004131927),2024-12-09,6,8609322418,3270,ЗК-МТР-005,404467.89,376029.4,Казахстан,1,В работе
40006458944,"Закупка Оборудование для общепита, филиал ООО РН ВАНКОР (процедура 40006458944)",2022-05-26,68,265037983,3863,ЗК-МТР-010,409680.52,375707.17,Белоруссия,1,Исполнен
40003104249,Закупка Подъемники для ремонта скважин для ВНИКТИНХО (процедура 40003104249),2024-01-05,46,6230000743,3250,ЗК-МТР-009,457269.35,374956.95,Россия,0,Исполнен
40002619315,Закупка Прочая металлопродукция — РН-ОХРАНА-АНГАРСК (№40002619315),2022-10-26,7,274089610,3180,ЗК-МТР-002,339550.22,374588.39,Германия,1,В работе
40007297619,"Закупка Мазут металлургический, филиал АО РНПК (процедура 40007297619)",2025-12-05,36,770000000217,2320,ЗК-МТР-005,441229.4,374399.92,Россия,0,Исполнен
40003567368,Закупка Медикаменты для РН-Эксплорейшн (процедура 40003567368),2023-01-27,86,6316164422,4000,ЗК-МТР-006,489753.72,374222.86,Белоруссия,1,Исполнен
40001654824,Закупка Нефть (сырая) — АО РОСПАН ИНТЕРНЕШНЛ (№40001654824),2023-01-10,41,2461124820,1000,ЗК-МТР-007,369406.44,374144.25,Россия,0,Исполнен
40006428306,"Закупка Фонтанная арматура, филиал ООО СКН (процедура 40006428306)",2024-04-20,87,8602285774,3260,ЗК-МТР-005,499289.53,373960.04,Китай,1,Исполнен
40006082080,Закупка Насосно-компрессорные трубы (НКТ) для АО Отрадненский ГПЗ (процедура 40006082080),2022-03-01,55,770000000214,3150,ЗК-МТР-009,1569349.56,1495430.48,США,1,Исполнен
40008452318,Закупка Сувенирная продукция — АООРЕНБУРГНЕФТЬ (№40008452318),2025-10-28,2,770000000213,3790,ЗК-МТР-001,476792.95,373829.02,Германия,1,Исполнен
40003200113,"Закупка Стальные трубы (б/ш и э/с), филиал ООО НЗМП (процедура 40003200113)",2022-09-10,50,8912002225,3120,ЗК-МТР-007,1636261.52,1494788.04,Нидерланды,1,Исполнен
40005527483,Закупка Буровые долота и головки для РН-Морской_терминал_Находка (процедура 40005527483),2024-03-29,72,770000000225,3350,ЗК-МТР-010,429395.1,373648.23,Германия,1,В работе
40000561565,Закупка Строительный битум — ООО ИК СИБИНТЕК (№40000561565),2024-02-23,80,8602285774,2620,ЗК-МТР-007,418470.21,373607.49,Германия,1,В работе
40003641250,"Закупка Бесшовные трубы (тянутые), филиал РН-ОХРАНА-АНГАРСК (процедура 40003641250)",2025-08-12,7,7203556170,3110,ЗК-МТР-004,1189546.44,1493602.2,Турция,1,Исполнен
40002047580,Закупка ГСМ и топливо для Банк ВБРР (процедура 40002047580),2025-01-06,44,7736035485,3990,ЗК-МТР-009,446348.19,373265.7,Россия,0,Исполнен
40001295175,Закупка РТИ и пластиковые изделия — АО РН-Ярославль (№40001295175),2023-07-02,43,770000000250,3200,ЗК-МТР-005,366903.33,373166.71,Китай,1,Исполнен
40008639982,"Закупка Вентиляция и кондиционирование, филиал ООО СКН (процедура 40008639982)",2022-09-25,87,770000000250,4020,ЗК-МТР-004,382102.08,372785.64,Россия,0,Исполнен
40005632142,Закупка Прочая металлопродукция для АООРЕНБУРГНЕФТЬ (процедура 40005632142),2025-03-24,2,7203258777,3180,ЗК-МТР-007,329681.86,372683.38,Германия,1,Исполнен
40000427890,Закупка Навигация и телеметрия — АО АНПЗ ВНК (№40000427890),2022-04-15,74,7718607570,3970,ЗК-МТР-004,292146.21,372152.85,Россия,0,Исполнен
40001187610,"Закупка Авиабензин, филиал РН-ОХРАНА-АНГАРСК (процедура 40001187610)",2022-01-29,7,770000000207,2010,ЗК-МТР-003,486267.15,371676.63,Россия,0,Исполнен
40000497705,Закупка Штанговые насосы (ШГН) для ООО РН-Черноземье (процедура 40000497705),2025-10-05,6,7730282618,3270,ЗК-МТР-009,293608.34,371648.16,Германия,1,Исполнен
40000609687,Закупка Спецтехника — ПАО СаратовскийНПЗ (№40000609687),2023-03-01,18,8603118208,3500,ЗК-МТР-008,352516.54,370832.48,Россия,0,Исполнен
40009363946,"Закупка Оборудование для ремонта скважин, филиал ИркутскНП (процедура 40009363946)",2023-02-24,30,7839039731,3470,ЗК-МТР-001,484333.46,370596.43,Китай,1,Исполнен
40005211062,Закупка Резисторы для ООО РН-Черноземье (процедура 40005211062),2025-10-03,6,770000000216,3690,ЗК-МТР-007,369983.45,370454.21,Россия,0,Исполнен
40008982376,Закупка Прочие битумы — СНКНГ Славнефть-Красноярскнефтегаз (№40008982376),2024-04-03,21,8603094902,2640,ЗК-МТР-009,401136.69,369932.23,Россия,0,В работе
40000938374,"Закупка Устьевое оборудование, филиал ООО РН-СтройКонтроль (процедура 40000938374)",2025-10-29,48,6230000743,3400,ЗК-МТР-008,480612.35,369540.63,Китай,1,В работе
40003850985,Закупка Свайные трубы для РН-ОХРАНА-АНГАРСК (процедура 40003850985),2024-09-12,7,9102032738,3171,ЗК-МТР-008,1317859.84,1477223.0,Германия,1,В работе
40005761757,Закупка Кабельная продукция — АЗКиОС (№40005761757),2025-09-20,78,5504118353,3550,ЗК-МТР-006,424345.08,368637.74,Германия,1,Исполнен
40007129580,"Закупка Дизтопливо прочее, филиал АЗКиОС (процедура 40007129580)",2022-04-16,78,6311158009,2240,ЗК-МТР-004,290731.68,368169.28,Россия,0,Исполнен
40004246383,Закупка Изоляционные материалы для ООО Харампурнефтегаз (процедура 40004246383),2023-06-25,70,3808091156,3900,ЗК-МТР-008,489507.1,368084.94,Россия,0,Исполнен
40001452365,Закупка РТИ и пластиковые изделия — РН-Морской_терминал_Находка (№40001452365),2022-11-20,72,8607013460,3200,ЗК-МТР-003,410051.1,367977.95,Германия,1,Исполнен
40009843240,"Закупка Проводная связь, филиал УОС / Уфаоргсинтез (процедура 40009843240)",2025-02-05,84,7326005335,3740,ЗК-МТР-009,484669.39,367943.69,Германия,1,Исполнен
40001312788,Закупка Сварные трубы большого диаметра для РН-ОХРАНА-АНГАРСК (процедура 40001312788),2023-12-11,7,7726351724,3140,ЗК-МТР-002,1691145.0,1470387.24,Китай,1,Расторгнут
40000806441,Закупка Периферийные устройства — АО Отрадненский ГПЗ (№40000806441),2022-06-18,55,770000000215,3630,ЗК-МТР-002,300612.78,367320.41,Германия,1,Исполнен
40006570588,"Закупка Трансмиссионные масла, филиал ООО Башнефть-Добыча (процедура 40006570588)",2022-11-03,49,770000000196,2450,ЗК-МТР-007,474576.84,367260.47,Россия,0,В работе
40009866761,Закупка РТИ и пластиковые изделия для АО Отрадненский ГПЗ (процедура 40009866761),2023-03-17,55,2451000582,3200,ЗК-МТР-010,278187.6,367106.45,Россия,0,Исполнен
40006253749,Закупка Мебель — ООО Удмуртнефть-Снабжение (№40006253749),2024-03-02,53,6686129782,3830,ЗК-МТР-004,462204.84,366949.06,Россия,0,Исполнен
40006475904,"Закупка Химреактивы (лабораторные), филиал ООО ННПО (процедура 40006475904)",2024-05-10,4,274089610,3220,ЗК-МТР-010,460817.7,366825.35,Белоруссия,1,В работе
40006267406,Закупка Химреагенты (промышленные) для СНКНГ Славнефть-Красноярскнефтегаз (процедура 40006267406),2025-08-11,21,770000000220,3190,ЗК-МТР-008,390733.51,366738.15,Россия,0,В работе
40005936287,Закупка Электродвигатели — ООО РН-Черноземье (№40005936287),2025-04-27,6,770000000227,3570,ЗК-МТР-009,462787.46,366141.77,США,1,Исполнен
40000205329,"Закупка Буровой инструмент (калибраторы), филиал УНХ (процедура 40000205329)",2023-07-09,9,770000000214,3340,ЗК-МТР-007,305424.54,366126.81,Турция,1,Исполнен
40003329099,Закупка Авиабензин для Уфимский филиал АО РН-ПН (процедура 40003329099),2024-06-21,26,7806092088,2010,ЗК-МТР-005,369897.29,366052.0,США,1,Исполнен
40009577424,Закупка Смазочные материалы — АО РН-Ярославль (№40009577424),2023-05-10,43,8612017816,2540,ЗК-МТР-008,342867.6,365911.03,Германия,1,Исполнен
40002665684,"Закупка Электроизоляционные масла, филиал Банк ВБРР (процедура 40002665684)",2022-01-22,44,5507296450,2440,ЗК-МТР-004,381140.6,365797.05,Германия,1,В работе
40009873812,Закупка Вентиляция и кондиционирование для Туапсинский НПЗ (процедура 40009873812),2025-12-01,29,770000000195,4020,ЗК-МТР-002,430911.65,365659.91,Россия,0,В работе
40009940659,Закупка Рабочая обувь — ООО РН-Черноземье (№40009940659),2023-02-14,6,7725111141,3840,ЗК-МТР-006,447848.1,365536.79,Китай,1,Исполнен
40005570303,"Закупка Буровой инструмент (калибраторы), филиал ООО РН-Пожарная безопасность (процедура 40005570303)",2024-01-01,47,770000000242,3340,ЗК-МТР-009,310641.81,365309.89,Россия,0,В работе
40009022418,Закупка Инженерные станции для ООО РН-СтройКонтроль (процедура 40009022418),2025-04-15,48,7017253595,3650,ЗК-МТР-001,307789.24,365051.79,Китай,1,В работе
40005746544,Закупка Щиты управления — ООО ПНЦ Биосфера (№40005746544),2024-03-30,51,1649015690,3320,ЗК-МТР-010,406110.87,363660.14,Россия,0,В работе
40004161641,"Закупка Стальные трубы (б/ш и э/с), филиал ООО РН-Черноземье (процедура 40004161641)",2025-02-08,6,7718607570,3120,ЗК-МТР-007,1107067.88,1454089.12,Китай,1,Исполнен
40008919048,Закупка Промышленные металлоизделия для РН-Бурение (процедура 40008919048),2024-01-13,85,770000000241,3060,ЗК-МТР-010,475702.72,362689.46,Россия,0,Исполнен
40004080821,Закупка Установки ЭЦН — АО РН-Ярославль (№40004080821),2025-05-22,43,770000000200,3290,ЗК-МТР-009,363965.9,362384.22,США,1,Исполнен
40005875458,"Закупка Телеком-оборудование, филиал АО Отрадненский ГПЗ (процедура 40005875458)",2025-10-20,55,770000000247,3640,ЗК-МТР-010,295667.53,362367.49,Германия,1,В работе
40009433867,Закупка Прочие битумы для ООО Удмуртэнергонефть (процедура 40009433867),2023-11-20,25,770000000203,2640,ЗК-МТР-009,401474.05,362159.2,Россия,0,В работе
40009284703,Закупка Нестандартизированное оборудование — РН-СТАВРОПОЛЬЕ (№40009284703),2022-08-12,15,3812100526,3940,ЗК-МТР-010,329395.09,361954.13,Германия,1,Исполнен
40000206966,"Закупка Трубопроводная арматура, филиал АО Отрадненский ГПЗ (процедура 40000206966)",2022-06-16,55,5507296450,3480,ЗК-МТР-003,375890.23,361667.86,Россия,0,В работе
40002483576,Закупка Прочая металлопродукция для Уфимский филиал АО РН-ПН (процедура 40002483576),2022-10-29,26,7719846807,3180,ЗК-МТР-005,386857.79,361458.94,Россия,0,Расторгнут
40004334463,Закупка Прочие нефтепродукты — ООО РН-Пожарная безопасность (№40004334463),2025-04-15,47,6230000743,2810,ЗК-МТР-008,343107.73,361348.14,Германия,1,Исполнен
40000144932,"Закупка Трансформаторы, филиал АО РН-Ярославль (процедура 40000144932)",2023-10-17,43,770000000237,3560,ЗК-МТР-008,351275.48,360697.29,Россия,0,Исполнен
40006943898,Закупка Вспомогательное буровое оборудование для АООРЕНБУРГНЕФТЬ (процедура 40006943898),2022-03-02,2,7838392447,3450,ЗК-МТР-004,326425.32,360509.57,Россия,0,Исполнен
40005214794,Закупка Тампонажный цемент — ВНИКТИНХО (№40005214794),2024-08-04,46,7731429736,3540,ЗК-МТР-001,349873.81,360025.14,Германия,1,Расторгнут
40003252019,"Закупка Нефть (подготовленная), филиал ВНИКТИНХО (процедура 40003252019)",2024-06-23,46,4704057515,1400,ЗК-МТР-001,384551.31,359585.22,Россия,0,В работе
40006550049,Закупка Погружные насосы и запчасти для РН-АЭРО (процедура 40006550049),2025-06-29,40,7202135194,3300,ЗК-МТР-004,458412.87,359550.97,Россия,0,Исполнен
40007087424,Закупка Дизтопливо летнее — ПАО НК Роснефть-Курганнефтепродукт (№40007087424),2023-02-06,58,7842209221,2210,ЗК-МТР-006,295621.39,359489.43,Россия,0,Исполнен
40003379154,"Закупка Трансформаторы, филиал ООО РН-СтройКонтроль (процедура 40003379154)",2023-02-12,48,770000000237,3560,ЗК-МТР-008,384157.04,359336.71,Россия,0,Исполнен
40004818410,Закупка Мазут металлургический для 6. ПАО АНК Башнефть (процедура 40004818410),2024-10-17,17,7204186388,2320,ЗК-МТР-006,407739.05,358545.44,США,1,Исполнен
40003231591,Закупка Спецодежда — АнгараНефть (№40003231591),2023-12-01,56,272010012,3850,ЗК-МТР-009,432806.54,358512.38,Россия,0,Исполнен
40007118423,"Закупка Дизтопливо летнее, филиал РН-Морской_терминал_Находка (процедура 40007118423)",2025-05-10,72,770000000197,2210,ЗК-МТР-009,281685.36,358500.71,Россия,0,Исполнен
40006900312,Закупка Мазут флотский для ВНИКТИНХО (процедура 40006900312),2025-07-23,46,8605015335,2330,ЗК-МТР-002,314505.69,357826.0,Германия,1,Исполнен
40003694431,Закупка Нефтепромысловое оборудование — РН-Эксплорейшн (№40003694431),2022-02-10,86,8603214470,3230,ЗК-МТР-010,354707.88,357692.45,Китай,1,Исполнен
40008625091,"Закупка Свайные трубы, филиал Башнефть-ПЕТРОТЕСТ (процедура 40008625091)",2024-09-03,57,770000000240,3171,ЗК-МТР-001,1560549.52,1430401.32,Россия,0,В работе
40000665441,Закупка Бензины-растворители для РН-Морской_терминал_Находка (процедура 40000665441),2025-03-05,72,8603089941,2030,ЗК-МТР-002,324803.65,357308.03,Китай,1,Исполнен
40002710903,Закупка Химреагенты (промышленные) — АнгараНефть (№40002710903),2025-12-19,56,770000000193,3190,ЗК-МТР-005,474332.98,357226.67,Китай,1,Исполнен
40007361557,"Закупка Буровые установки, филиал ООО РН-Черноземье (процедура 40007361557)",2022-11-26,6,7806092088,3330,ЗК-МТР-004,297530.76,356088.53,Россия,0,Исполнен
40009344741,Закупка Трубопроводная арматура для АО РН-Тверь (процедура 40009344741),2023-11-20,59,8603152495,3480,ЗК-МТР-004,385375.04,356053.62,США,1,Исполнен
40001417781,Закупка Резисторы — ООО РН-Черноземье (№40001417781),2025-06-21,6,8904059355,3690,ЗК-МТР-009,370869.05,355982.23,Германия,1,Исполнен
40006632479,"Закупка Металлоконструкции, филиал РН-АЭРО (процедура 40006632479)",2025-12-17,40,7810190225,4010,ЗК-МТР-008,409951.34,355787.94,Россия,0,Исполнен
40003151991,Закупка Цементировочное оборудование для Нефтепромлизинг (процедура 40003151991),2025-12-16,75,6670053231,3430,ЗК-МТР-006,268040.58,355166.9,Россия,0,Исполнен
40005680479,Закупка Технологические масла — РН-ОХРАНА-АНГАРСК (№40005680479),2025-08-13,7,770000000220,2470,ЗК-МТР-001,354425.76,355038.18,Россия,0,В работе
40004310390,"Закупка Термостойкое скважинное оборудование, филиал ВНИКТИНХО (процедура 40004310390)",2022-03-19,46,7326005335,3380,ЗК-МТР-002,360817.78,354535.47,Россия,0,Расторгнут
40001501443,Закупка Авиабензин для ООО РН-Черноземье (процедура 40001501443),2025-04-13,6,8603093017,2010,ЗК-МТР-006,305498.09,354420.74,Россия,0,Исполнен
40000155024,Закупка Резисторы — РН-Лояльность (№40000155024),2022-10-21,82,2466249029,3690,ЗК-МТР-002,390665.47,354370.97,Китай,1,В работе
40008008199,"Закупка Смазки и антифризы, филиал АО РН-Ярославль (процедура 40008008199)",2024-01-17,43,278095326,2510,ЗК-МТР-010,470970.22,353849.3,Россия,0,В работе
40002344119,Закупка Средства индивидуальной защиты (СИЗ) для АРТ АВИА (процедура 40002344119),2025-04-24,23,770000000205,3960,ЗК-МТР-005,427946.53,353721.35,Китай,1,Исполнен
40008192101,Закупка Керосин (осветительный) — ООО РН-Черноземье (№40008192101),2022-03-23,6,8603224164,2120,ЗК-МТР-005,459948.98,353720.83,Россия,0,Исполнен
40005317430,"Закупка Газ природный, филиал АООРЕНБУРГНЕФТЬ (процедура 40005317430)",2024-09-07,2,770000000200,1700,ЗК-МТР-006,289160.25,353422.63,Россия,0,В работе
40007986147,Закупка Оборудование для общепита для ООО НЗМП (процедура 40007986147),2023-08-04,50,8604048095,3863,ЗК-МТР-006,443021.19,353291.87,США,1,Расторгнут
40005928194,Закупка Уплотнительные смазки — АО РН-Ярославль (№40005928194),2024-06-04,43,5507296450,2520,ЗК-МТР-006,318810.29,353232.9,Россия,0,В работе
40008260371,"Закупка Судовое оборудование, филиал ВНИКТИНХО (процедура 40008260371)",2024-06-05,46,3812527396,3730,ЗК-МТР-002,353798.1,353123.5,США,1,В работе
40009643551,Закупка Дизтопливо арктическое для УНХ (процедура 40009643551),2025-04-03,9,9706023006,2230,ЗК-МТР-010,370045.07,352844.39,Россия,0,Исполнен
40007655514,Закупка Тара и упаковка — Туапсинский НПЗ (№40007655514),2023-06-14,29,7737106202,3980,ЗК-МТР-003,361813.79,352841.16,Германия,1,Исполнен
40006546623,"Закупка Рабочая обувь, филиал ООО ПНЦ Биосфера (процедура 40006546623)",2024-02-17,51,770000000220,3840,ЗК-МТР-006,437624.55,352821.9,Россия,0,Исполнен
40003651348,Закупка Дизтопливо прочее для Смоленск-НП (процедура 40003651348),2023-10-25,8,6230000743,2240,ЗК-МТР-008,447576.04,352160.86,Россия,0,Исполнен
40007854587,Закупка Канцтовары — РН-СТАВРОПОЛЬЕ (№40007854587),2024-05-30,15,7736514086,3770,ЗК-МТР-001,474895.9,351843.25,Россия,0,Исполнен
40005073420,"Закупка Подъемники для ремонта скважин, филиал ООО Харампурнефтегаз (процедура 40005073420)",2024-07-23,70,770000000201,3250,ЗК-МТР-001,345508.76,351372.58,Россия,0,В работе
40001992554,Закупка Электроизоляционные масла для АО РН-Няганьнефтегаз (процедура 40001992554),2022-10-26,35,8603116722,2440,ЗК-МТР-002,317747.8,351339.79,Россия,0,Исполнен
40002617012,Закупка Стальные трубы с АКП — УДМУРТНЕФТЬ-БУРЕНИЕ (№40002617012),2025-07-06,24,770000000223,3160,ЗК-МТР-006,1403435.64,1405282.36,США,1,Исполнен
40004069702,"Закупка Вагон-дома и мобильные здания, филиал РН-Краснодарнефтегаз (процедура 40004069702)",2023-07-24,14,8602217069,3520,ЗК-МТР-009,304815.65,350572.11,США,1,Исполнен
40005797724,Закупка Бензины для химпрома для УВАТНЕФТЕГАЗ (процедура 40005797724),2024-06-03,22,770000000213,2040,ЗК-МТР-004,428682.61,350539.77,Россия,0,В работе
40001471673,Закупка Промышленные металлоизделия — РН-Бурение (№40001471673),2023-04-12,85,5904266846,3060,ЗК-МТР-003,315335.83,349650.47,Россия,0,Расторгнут
40009517279,"Закупка Спец. компьютерные устройства, филиал Уфимский филиал АО РН-ПН (процедура 40009517279)",2022-09-21,26,770000000239,3620,ЗК-МТР-008,458259.82,349186.9,Россия,0,В работе
40007189087,Закупка Скважинное оборудование для РН-Морской_терминал_Находка (процедура 40007189087),2025-08-02,72,8603115020,3240,ЗК-МТР-010,400990.49,349006.11,Россия,0,Исполнен
40005322273,Закупка Стальные трубы (б/ш и э/с) — СНКНГ Славнефть-Красноярскнефтегаз (№40005322273),2025-12-07,21,770000000247,3120,ЗК-МТР-009,1799319.04,1395600.04,Россия,0,Исполнен
40008671460,"Закупка Телеком-оборудование, филиал ООО НЗМП (процедура 40008671460)",2023-06-28,50,7730155419,3640,ЗК-МТР-005,423209.29,347398.9,Россия,0,Исполнен
40000104374,Закупка Тампонажный цемент для АРТ АВИА (процедура 40000104374),2022-10-14,23,5948040571,3540,ЗК-МТР-009,297179.62,346959.79,Нидерланды,1,Исполнен
40001462672,Закупка Стальные трубы с АКП — ООО НЗМП (№40001462672),2024-05-17,50,1649015690,3160,ЗК-МТР-002,1287587.16,1387067.56,Россия,0,Исполнен
40008467145,"Закупка Системы электроснабжения, филиал АЗКиОС (процедура 40008467145)",2024-04-21,78,8603093017,3580,ЗК-МТР-003,433536.25,346706.73,Китай,1,Исполнен
40006687367,Закупка Нефть (подготовленная) для УНХ (процедура 40006687367),2024-01-23,9,7743791789,1400,ЗК-МТР-007,335255.06,345967.37,Россия,0,В работе
40002011184,Закупка Бензины-растворители — АЗКиОС (№40002011184),2024-11-30,78,8911008591,2030,ЗК-МТР-007,261348.29,345673.0,Россия,0,Исполнен
40004765322,"Закупка Оснастка обсадных колонн, филиал ВНИКТИНХО (процедура 40004765322)",2025-09-04,46,7714024384,3360,ЗК-МТР-006,313788.37,345462.97,Россия,0,Исполнен
40003441252,Закупка Нефть (стабилизированная) для ООО РН-СтройКонтроль (процедура 40003441252),2025-11-18,48,7725111141,1500,ЗК-МТР-006,402312.85,345274.97,Россия,0,Исполнен
40003615356,Закупка Мебель — Башнефть-ПЕТРОТЕСТ (№40003615356),2024-01-03,57,8603091244,3830,ЗК-МТР-002,389905.72,345195.56,Россия,0,Исполнен
40000497781,"Закупка Бурильные трубы, филиал НК НПЗ (процедура 40000497781)",2022-08-16,12,8603240536,3100,ЗК-МТР-010,1518610.48,1379592.92,Белоруссия,1,Исполнен
40002269942,Закупка Персональные компьютеры для ООО РН-СтройКонтроль (процедура 40002269942),2022-03-11,48,7743791789,3600,ЗК-МТР-006,380764.46,344359.63,Россия,0,В работе
40000203067,Закупка Нефть (сырая) — АРТ АВИА (№40000203067),2023-02-27,23,7728862509,1000,ЗК-МТР-004,302627.66,343649.4,Россия,0,Исполнен
40001868270,"Закупка Электроподстанции, филиал ООО РН-Проектирование Добыча (процедура 40001868270)",2023-07-10,37,770000000249,3890,ЗК-МТР-003,417127.35,343581.42,Китай,1,Исполнен
40009483196,Закупка Авиабензин для ООО РН-Черноземье (процедура 40009483196),2025-09-22,6,8604048095,2010,ЗК-МТР-002,433135.89,343422.89,Китай,1,Исполнен
40004871280,Закупка Спецкабель (КПБК/КПБП) — Саратовнефтепродукт (№40004871280),2023-03-17,67,770000000234,3880,ЗК-МТР-001,299216.66,343347.3,США,1,Исполнен
40000275557,"Закупка Оснастка обсадных колонн, филиал АО РН-Ярославль (процедура 40000275557)",2023-09-29,43,7737106202,3360,ЗК-МТР-005,439528.62,343150.65,Казахстан,1,Исполнен
40007517523,Закупка Чугунные трубы для ООО ННПО (процедура 40007517523),2023-09-14,4,8602142712,3172,ЗК-МТР-002,1043482.84,1372118.24,Германия,1,В работе
40006433279,Закупка Дизтопливо зимнее — ООО РН-Черноземье (№40006433279),2025-03-07,6,274089610,2220,ЗК-МТР-002,282534.51,342999.4,Россия,0,В работе
40006863945,"Закупка Бурильные трубы, филиал ООО РН-Черноземье (процедура 40006863945)",2023-06-23,6,5003116972,3100,ЗК-МТР-007,1115168.24,1371768.56,Россия,0,Исполнен
40009239024,Закупка Спецодежда для Самаранефтепродукт АО (процедура 40009239024),2024-01-12,19,770000000209,3850,ЗК-МТР-008,379908.78,342929.97,Казахстан,1,В работе
40004585704,Закупка Свайные трубы — АООРЕНБУРГНЕФТЬ (№40004585704),2024-11-19,2,7714024384,3171,ЗК-МТР-010,1604866.96,1371466.92,Италия,1,Исполнен
40003509913,"Закупка Нефтепромысловое оборудование, филиал ООО РН Комсомольский - НПЗ (процедура 40003509913)",2023-04-29,28,8603209670,3230,ЗК-МТР-008,440490.94,342856.23,Китай,1,Исполнен
40002031347,Закупка Смазки и антифризы для АО РН-Ярославль (процедура 40002031347),2023-01-11,43,8603170092,2510,ЗК-МТР-004,396081.35,342785.35,Россия,0,Исполнен
40007848739,Закупка Комплектующие для общепита — ООО РН-Черноземье (№40007848739),2022-03-23,6,770000000237,3862,ЗК-МТР-001,289980.2,342491.0,Китай,1,Исполнен
40002528928,"Закупка Цементировочное оборудование, филиал ООО РН-СтройКонтроль (процедура 40002528928)",2024-06-17,48,770000000208,3430,ЗК-МТР-007,326153.63,341620.66,Россия,0,Исполнен
40001664681,Закупка Скважинное оборудование для ПАО НК Роснефть-Курганнефтепродукт (процедура 40001664681),2022-10-29,58,9728118639,3240,ЗК-МТР-001,262029.24,341401.33,Россия,0,Исполнен
40003761510,"Закупка Твердое топливо (уголь, торф) — АО РН-Ярославль (№40003761510)",2024-05-31,43,8912002225,3010,ЗК-МТР-004,320882.03,341106.37,США,1,Исполнен
40009223394,"Закупка Проводная связь, филиал ООО Башнефть-Сервис НПЗ (процедура 40009223394)",2023-12-15,32,275009544,3740,ЗК-МТР-008,306574.26,341003.42,США,1,Исполнен
40007404441,Закупка Противовыбросовое оборудование (ПВО) для ИркутскНП (процедура 40007404441),2024-06-24,30,6732075238,3420,ЗК-МТР-002,324739.62,340967.03,Россия,0,Расторгнут
40008901660,Закупка Вентиляция и кондиционирование — ООО РН-Пожарная безопасность (№40008901660),2024-06-06,47,6732075238,4020,ЗК-МТР-006,282095.55,340909.92,Россия,0,Исполнен
40006348950,"Закупка Стальные трубы (б/ш и э/с), филиал ООО Соровскнефть (процедура 40006348950)",2023-09-12,66,770000000246,3120,ЗК-МТР-006,1255236.8,1363246.0,Россия,0,Исполнен
40002312461,Закупка Химреагенты (промышленные) для ПЕНЗАНЕФТЕПРОДУКТ (процедура 40002312461),2024-04-28,83,278095326,3190,ЗК-МТР-009,386307.37,340762.15,Китай,1,Расторгнут
